Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End
Tnn	current symbol	MGI:2665790	1	-	160085029	160153580
Itgbl1	current symbol	MGI:2443439	14	+	123659971	123975618
Tkfc	current symbol	MGI:2385084	19	-	10592200	10604258
Tubgcp3	current symbol	MGI:2183752	8	-	12614277	12672248
Med9	current symbol	MGI:2183151	11	+	59948206	59962205
Bud13	current symbol	MGI:2443443	9	+	46283008	46298783
BC003331	current symbol	MGI:2385108	1	-	150361305	150393080
BC003331	GenBank	MGI:2385108	1	-	150361305	150393080
Tubgcp5	current symbol	MGI:2178836	7	+	55794148	55831447
Fem1c	current symbol	MGI:2444737	18	-	46501746	46525971
Ccdc38	current symbol	MGI:2444738	10	+	93540632	93584327
Lyplal1	current symbol	MGI:2385115	1	-	186087731	186117310
Als2cl	current symbol	MGI:2447532	9	+	110879870	110900530
Klk15	current symbol	MGI:2447533	7	+	43933771	43939590
Olfml2a	current symbol	MGI:2444741	2	+	38931978	38963753
Lpgat1	current symbol	MGI:2446186	1	+	191717834	191784255
Rerg	current symbol	MGI:2665139	6	-	137054825	137170497
Plk5	current symbol	MGI:3026984	10	+	80356459	80365489
Obp2a	current symbol	MGI:2387617	2	+	25700043	25703326
Obp2a	rat synonym	MGI:3651927	2	+	25737009	25740097
BC005624	GenBank	MGI:2385132	2	-	30972177	30982201
BC005624	current symbol	MGI:2385132	2	-	30972177	30982201
Pip5kl1	current symbol	MGI:2448520	2	+	32574797	32583782
Pkhd1l1	current symbol	MGI:2183153	15	+	44457553	44597143
Scfd2	current symbol	MGI:2443446	5	-	74204816	74531759
Ccdc14	current symbol	MGI:2443448	16	+	34690616	34725194
Tgm4	current symbol	MGI:3027002	9	+	123034739	123067561
Ino80d	current symbol	MGI:3027003	1	-	62958418	63114667
Bpifb5	current symbol	MGI:2385160	2	+	154223742	154240902
AF529169	GenBank	MGI:2667167	9	-	89587216	89623125
AF529169	current symbol	MGI:2667167	9	-	89587216	89623125
Irgq	western clawed frog symbol	MGI:3652173	11	-	48904656	48927179
Irgq	western clawed frog symbol	MGI:3041173	11	-	48946150	48979398
Irgq	current symbol	MGI:2667176	7	+	24530648	24538599
Tm4sf4	current symbol	MGI:2385173	3	+	57425314	57441677
D130037M23Rik	current symbol	MGI:3027005	13	null	103919992	103924418
Fam160a1	current symbol	MGI:2444746	3	-	85660061	85817291
Fam178b	current symbol	MGI:3026913	1	-	36562692	36683183
Tmem161a	current symbol	MGI:2384577	8	+	70172356	70183681
Myo18a	current symbol	MGI:2667185	11	+	77763246	77865980
Smg5	current symbol	MGI:2447364	3	+	88336260	88362338
Chd7	old symbol	MGI:1344395	11	-	69343273	69369406
Chd7	current symbol	MGI:2444748	4	+	8690406	8867659
Efcab7	current symbol	MGI:2385199	4	+	99829198	99912788
Zyg11a	current symbol	MGI:2446208	4	-	108181934	108217897
Yrdc	current symbol	MGI:2387201	4	+	124850679	124855242
Plekhn1	current symbol	MGI:2387630	4	-	156221456	156228542
Ehbp1	current symbol	MGI:2667252	11	-	22005828	22342292
Klk14	current symbol	MGI:2447564	7	+	43690418	43695536
Rbm11	current symbol	MGI:2447622	16	+	75592844	75602829
Dse	current symbol	MGI:2443455	10	-	34151394	34207551
Fam193a	current symbol	MGI:2447768	5	+	34369933	34486456
Tbc1d24	current symbol	MGI:2443456	17	-	24175431	24205562
Vgll4	current symbol	MGI:2652840	6	-	114860628	114969994
Zfp780b	current symbol	MGI:2444764	7	-	27962708	27975368
Zhx3	current symbol	MGI:2444772	2	-	160748708	160872998
Tcaf2	current symbol	MGI:2385258	6	-	42623019	42645254
Suv420h2	current symbol	MGI:2385262	7	+	4740115	4747514
Zfp612	current symbol	MGI:2443465	8	+	110079764	110090181
March10	current symbol	MGI:2443469	11	-	105360798	105456735
Mavs	current symbol	MGI:2444773	2	+	131234063	131248025
Mrm1	current symbol	MGI:2443470	11	-	84813061	84819515
Ifitm10	current symbol	MGI:2444776	7	-	142325837	142373753
Ncaph	current symbol	MGI:2444777	2	-	127103809	127133954
Fkbp15	current symbol	MGI:2444782	4	-	62300342	62360548
Gfm2	current symbol	MGI:2444783	13	+	97137937	97181195
Atf7	current symbol	MGI:2443472	15	-	102525946	102625464
Atf7	old symbol	MGI:2141857	7	-	44812257	44816658
Skor1	current symbol	MGI:2443473	9	-	63138170	63148961
Slc35g1	current symbol	MGI:2444789	19	+	38395980	38405607
B930041F14Rik	current symbol	MGI:2444790	4	+	155694342	155696481
Ankrd16	current symbol	MGI:2444796	2	+	11777876	11790329
Xylt2	current symbol	MGI:2444797	11	-	94663851	94677515
Gltscr1	current symbol	MGI:2154263	7	-	15971262	15999495
B9d2	current symbol	MGI:2387643	7	+	25681158	25686558
A530064D06Rik	current symbol	MGI:2443476	17	-	48151896	48167257
BC030500	GenBank	MGI:2447770	8	+	58911755	58914298
BC030500	current symbol	MGI:2447770	8	+	58911755	58914298
BC021891	current symbol	MGI:2385307	8	+	125910450	125947439
BC021891	GenBank	MGI:2385307	8	+	125910450	125947439
Fam214a	current symbol	MGI:2387648	9	+	74953053	75032468
Tceal1	current symbol	MGI:2385317	X	+	136707982	136711478
B430306N03Rik	current symbol	MGI:2443478	17	+	48316141	48327024
Prss35	current symbol	MGI:2444800	9	+	86743649	86758443
Bod1l	current symbol	MGI:2444804	5	-	41787538	41844315
Zfp827	current symbol	MGI:2444807	8	+	79028437	79193766
Prrt3	current symbol	MGI:2444810	6	-	113493639	113501931
Setx	current symbol	MGI:2443480	2	+	29124181	29182471
Camkk2	current symbol	MGI:2444812	5	-	122731170	122779409
Gltscr2	current symbol	MGI:2154441	7	-	15936183	15946074
Cep68	current symbol	MGI:2667663	11	-	20227037	20249429
Pdzd4	current symbol	MGI:2443483	X	-	73793359	73824969
Serpina10	current symbol	MGI:2667725	12	-	103614786	103631444
Kptn	current symbol	MGI:1890380	7	+	16119895	16127516
Retnlg	current symbol	MGI:2667763	16	+	48872608	48874498
Fancb	current symbol	MGI:2448558	X	+	164980592	164997272
Trmt61a	current symbol	MGI:2443487	12	+	111678105	111683902
Disc1	current symbol	MGI:2447658	8	+	125054195	125261858
Ash1l	current symbol	MGI:2183158	3	+	88950622	89079375
Mgrn1	current symbol	MGI:2447670	16	+	4886100	4938296
Dleu7	current symbol	MGI:2447771	14	-	62276231	62292979
Erich5	current symbol	MGI:2447772	15	+	34453312	34473892
Serpinb6e	current symbol	MGI:2667778	13	-	33832345	33843408
Fam83a	current symbol	MGI:2447773	15	+	57985419	58011009
Serpinb6d	current symbol	MGI:2667783	13	+	33661405	33671581
Cdc42bpg	current symbol	MGI:2652845	19	+	6306456	6325652
Ano2	current symbol	MGI:2387214	6	+	125690419	126040126
Slc41a1	current symbol	MGI:2444823	1	+	131827493	131848865
Sirpb1a	current symbol	MGI:2444824	3	-	15371653	15426520
Vash2	current symbol	MGI:2444826	1	-	190947646	190979296
Nkain3	current symbol	MGI:2444830	4	-	20118874	20778866
Ttc41	current symbol	MGI:2387653	10	+	86705811	86776843
Acsf2	current symbol	MGI:2388287	11	-	94557102	94601871
Fbxo45	current symbol	MGI:2447775	16	-	32230112	32247158
Cmtr2	current symbol	MGI:2384580	8	+	110215665	110224486
Zadh2	current symbol	MGI:2444835	18	+	84088158	84097514
Lrrc4b	current symbol	MGI:3027390	7	+	44429018	44463351
Nat8l	current symbol	MGI:2447776	5	+	33995984	34005916
Zmat4	current symbol	MGI:2443497	8	+	23636019	24156585
Ces4a	current symbol	MGI:2384581	8	+	105131800	105150109
Negr1	current symbol	MGI:2444846	3	+	156561794	157316445
Sik3	current symbol	MGI:2446296	9	+	46012820	46224194
Ncoa7	current symbol	MGI:2444847	10	-	30645584	30803107
Fam179a	current symbol	MGI:2443498	17	+	71673261	71729669
Dock5	current symbol	MGI:2652871	14	-	67751928	67933572
Unc80	current symbol	MGI:2652882	1	+	66468367	66699866
Vrk3	current symbol	MGI:2182465	7	+	44748413	44777515
Ripply3	current symbol	MGI:2181192	16	+	94328420	94336935
Cep95	current symbol	MGI:2443502	11	+	106789275	106819930
Tram1l1	current symbol	MGI:2443503	3	+	124320855	124324743
Ccdc28a	current symbol	MGI:2443508	10	-	18213676	18234998
Tacc1	current symbol	MGI:2443510	8	-	25154552	25201449
Efr3b	current symbol	MGI:2444851	12	-	3962554	4038915
Zfp553	current symbol	MGI:2384725	7	+	127233061	127238179
Ttc26	current symbol	MGI:2444853	6	+	38381469	38427647
Arsj	current symbol	MGI:2443513	3	+	126363684	126440375
Wdhd1	current symbol	MGI:2443514	14	-	47240944	47276832
Klhl25	current symbol	MGI:2668031	7	+	75848338	75874130
Amigo3	current symbol	MGI:2444854	9	+	108053159	108055701
Klhl20	current symbol	MGI:2444855	1	-	161088375	161131511
Prss53	current symbol	MGI:2652890	7	-	127885841	127890970
B4galnt4	current symbol	MGI:2652891	7	+	141061274	141072119
Gpr119	current symbol	MGI:2668412	X	-	48667979	48674478
Zfp768	current symbol	MGI:2384582	7	-	127342797	127345314
Slc16a5	current symbol	MGI:2443515	11	+	115462474	115474398
Aoc2	zebrafish symbol	MGI:1306797	11	+	101330605	101341938
Aoc2	current symbol	MGI:2668431	11	+	101325063	101329702
Gpr142	current symbol	MGI:2668437	11	+	114798924	114806745
Zfp280d	current symbol	MGI:2384583	9	+	72274860	72363777
Sytl5	current symbol	MGI:2668451	X	+	9885622	9994543
Tbc1d25	current symbol	MGI:2444862	X	-	8154472	8176181
Mapk15	current symbol	MGI:2652894	15	+	75993769	75999152
Rfwd3	current symbol	MGI:2384584	8	-	111270944	111300222
Hnrnpul1	current symbol	MGI:2443517	7	-	25721498	25754730
Speer2	current symbol	MGI:2668488	16	-	69856874	69863744
Plekhg6	current symbol	MGI:2682298	6	-	125362660	125380793
Slc26a8	current symbol	MGI:2385046	17	-	28637783	28689987
Rnd1	current symbol	MGI:2444878	15	-	98663421	98677461
Fam65b	current symbol	MGI:2444879	13	+	24582189	24733816
Pde2a	current symbol	MGI:2446107	7	+	101421691	101512829
Gatad2a	current symbol	MGI:2384585	8	-	69907069	69996379
Pqlc2	current symbol	MGI:2384837	4	-	139294029	139310708
Mllt6	current symbol	MGI:1935145	11	+	97663414	97685463
Mfsd7b	current symbol	MGI:2444881	1	-	191005847	191026158
Prdm9	current symbol	MGI:2384854	17	-	15545119	15564354
Cracr2b	current symbol	MGI:2446129	7	+	141461094	141466613
Lrit2	current symbol	MGI:2444885	14	+	37068049	37073735
Ncmap	current symbol	MGI:2444888	4	-	135369576	135398227
L3mbtl4	current symbol	MGI:2444889	17	+	68273797	68641569
Fam168b	current symbol	MGI:2448487	1	-	34813226	34843065
Zfc3h1	current symbol	MGI:2446143	10	+	115384959	115432772
Spns2	current symbol	MGI:2384936	11	-	72451638	72489904
Cd300e	current symbol	MGI:2387602	11	-	115051917	115062177
BC017643	GenBank	MGI:2384959	11	-	121222588	121229322
BC017643	current symbol	MGI:2384959	11	-	121222588	121229322
Phf13	current symbol	MGI:2446217	4	-	151989633	151996258
Lrrc3	current symbol	MGI:2447899	10	-	77897575	77902536
Enox1	current symbol	MGI:2444896	14	+	77156763	77721760
Otoa	current symbol	MGI:2149209	7	+	121083322	121163097
Bloc1s5	current symbol	MGI:2178598	13	-	38602709	38635109
Pex6	current symbol	MGI:2385054	17	+	46711463	46725541
Chfr	current symbol	MGI:2444898	5	+	110135842	110171972
Speer4d	current symbol	MGI:2668869	5	+	15619064	15623864
Speer4e	current symbol	MGI:2668871	5	-	14933221	14938429
Fndc7	current symbol	MGI:2443535	3	-	108853683	108890008
Msrb3	current symbol	MGI:2443538	10	-	120781096	120899101
Zfp592	current symbol	MGI:2443541	7	+	80993681	81045164
5031439G07Rik	current symbol	MGI:2444899	15	-	84943936	84988551
Trim63	current symbol	MGI:2447992	4	+	134315122	134329628
Fam120a	current symbol	MGI:2446163	13	-	48879216	48967877
Ice1	current symbol	MGI:2385865	13	-	70588689	70637634
Tmc3	current symbol	MGI:2669033	7	+	83584927	83625614
Tmc4	current symbol	MGI:2669035	7	-	3665790	3677524
Tmc8	current symbol	MGI:2669037	11	+	117782076	117793110
Slc25a29	current symbol	MGI:2444911	12	-	108825873	108835883
Mbnl3	current symbol	MGI:2444912	X	-	51117269	51206532
Krt26	current symbol	MGI:2444913	11	-	99328550	99337966
Acap1	current symbol	MGI:2388270	11	-	69881567	69895539
Blvrb	current symbol	MGI:2385271	7	+	27447978	27466144
Wfikkn2	current symbol	MGI:2669209	11	-	94235956	94246005
Mfsd9	current symbol	MGI:2443548	1	-	40772038	40790687
Nanos1	current symbol	MGI:2669254	19	+	60755987	60759913
Fbxo46	current symbol	MGI:2444918	7	+	19119859	19138261
Zfp438	current symbol	MGI:2444919	18	-	5210031	5334439
Pla2g16	current symbol	MGI:2179715	19	+	7557459	7588545
Dtx3l	current symbol	MGI:2656973	16	-	35926511	35939151
Rbm41	current symbol	MGI:2444923	X	-	139943373	139998566
Spin4	current symbol	MGI:2444925	X	-	95022510	95026682
Spin4	rat synonym	MGI:101780	1	-	79794197	79861180
Ckap4	current symbol	MGI:2444926	10	-	84526305	84533888
Phlpp2	current symbol	MGI:2444928	8	+	109868542	109944671
Nrbp2	current symbol	MGI:2385017	15	-	76085595	76090013
Krt79	current symbol	MGI:2385030	15	-	101929332	101940324
Spryd3	current symbol	MGI:2446175	15	-	102116528	102136234
Pi4ka	current symbol	MGI:2448506	16	-	17280351	17406314
Ppargc1b	current symbol	MGI:2444934	18	-	61298136	61400431
Themis	current symbol	MGI:2443552	10	+	28668360	28883818
Ano8	current symbol	MGI:2687327	8	-	71476023	71486067
Herc1	current symbol	MGI:2384589	9	+	66350450	66508775
Zfp931	current symbol	MGI:2441662	2	-	178067695	178078476
Pla2g3	current symbol	MGI:2444945	11	+	3488284	3499350
Eml3	current symbol	MGI:2387612	19	+	8929694	8941563
Rab29	current symbol	MGI:2385107	1	+	131867224	131872887
Tmco3	current symbol	MGI:2444946	8	+	13288013	13322924
Mical2	current symbol	MGI:2444947	7	+	112225856	112355194
Lrrc26	current symbol	MGI:2385129	2	+	25289915	25291180
Tnks1bp1	current symbol	MGI:2446193	2	+	85048022	85073048
Zfp334	current symbol	MGI:2388656	2	-	165374264	165388259
Zfp334	rat symbol	MGI:1921864	2	-	165393760	165400405
8030462N17Rik	current symbol	MGI:2444951	18	-	77633281	77714010
Hook3	current symbol	MGI:2443554	8	-	26021421	26119224
Ndrg4	current symbol	MGI:2384590	8	+	95676980	95715119
Ndrg4	western clawed frog symbol	MGI:1352499	2	-	156927345	156992056
Casc3	current symbol	MGI:2179723	11	+	98804905	98833814
Klhl8	current symbol	MGI:2179430	5	-	103861973	103911259
Pbxip1	current symbol	MGI:2441670	3	+	89436706	89450952
Taf6l	current symbol	MGI:2444957	19	-	8774354	8786417
Rps15a	current symbol	MGI:2389091	7	-	118105828	118116186
Kmt2c	current symbol	MGI:2444959	5	-	25271798	25498783
Ambra1	current symbol	MGI:2443564	2	+	91730134	91918849
Hcar1	current symbol	MGI:2441671	5	-	123876736	123880020
Dennd2a	current symbol	MGI:2444961	6	-	39462378	39557867
Helz2	current symbol	MGI:2385169	2	-	181227616	181242025
Dennd4b	current symbol	MGI:2446201	3	+	90265185	90280669
Pgbd1	current symbol	MGI:2441675	13	-	21421275	21441058
Letm2	current symbol	MGI:2444979	8	-	25578492	25597487
Fam221b	current symbol	MGI:2441678	4	-	43659622	43669145
Phldb2	current symbol	MGI:2444981	16	-	45746243	45953598
Pars2	current symbol	MGI:2386296	4	+	106651069	106655282
Rtn4rl2	current symbol	MGI:2669796	2	-	84871924	84886710
Abcc12	current symbol	MGI:2441679	8	-	86482260	86580686
Tmem8b	current symbol	MGI:2441680	4	+	43668971	43692668
Zfat	current symbol	MGI:2681865	15	-	68083766	68258856
D630045J12Rik	current symbol	MGI:2669829	6	-	38123174	38253955
Zfyve9	current symbol	MGI:2652838	4	-	108637466	108780798
Coq10a	current symbol	MGI:2684847	10	-	128363097	128370032
Coq10a	western clawed frog symbol	MGI:1915126	1	+	55052770	55072702
Cyb5d2	current symbol	MGI:2684848	11	-	72777232	72796142
Tmprss11a	current symbol	MGI:2684853	5	-	86410410	86468990
Slc25a43	current symbol	MGI:2684854	X	+	36743659	36777202
Gm9	current symbol	MGI:2684855	X	-	37209348	37211041
Spg11	current symbol	MGI:2444989	2	-	122053520	122118386
Gjd4	current symbol	MGI:2444990	18	-	9278607	9282809
Lrrc3c	current symbol	MGI:2684858	11	+	98598291	98599073
Rsbn1	current symbol	MGI:2444993	3	+	103914120	103966636
Nlrp1a	current symbol	MGI:2684861	11	-	71092236	71144704
Trim58	current symbol	MGI:2684862	11	+	58640465	58652404
Pfas	rat synonym	MGI:104683	8	-	25998729	26015601
Pfas	current symbol	MGI:2684864	11	-	68985697	69008460
Zc3h12a	current symbol	MGI:2385891	4	-	125118423	125127840
Slfn14	current symbol	MGI:2684866	11	-	83275110	83286726
Cdr2l	current symbol	MGI:2684867	11	+	115381916	115396132
Fbxo2	current symbol	MGI:2446216	4	+	148160621	148166424
Trim38	current symbol	MGI:2684869	13	+	23782572	23791495
Fam78a	current symbol	MGI:2443569	2	-	32050055	32084857
Arhgef16	current symbol	MGI:2446219	4	-	154278486	154301676
Pom121l2	current symbol	MGI:2684870	13	+	21981194	21988734
Nol4	current symbol	MGI:2441684	18	-	22693181	23041653
Ankef1	current symbol	MGI:2441685	2	+	136501910	136562091
Samd11	current symbol	MGI:2446220	4	-	156246973	156255338
Rab3gap1	current symbol	MGI:2445001	1	+	127868773	127943868
Eva1a	current symbol	MGI:2385247	6	+	82041043	82093099
Paip2b	current symbol	MGI:2386865	6	-	83805401	83831741
Arhgap1	current symbol	MGI:2445003	2	+	91649860	91672326
Pcnxl2	current symbol	MGI:2445010	8	-	125751508	125898317
Trim40	current symbol	MGI:2684881	17	-	36881598	36890123
Edc4	current symbol	MGI:2446249	8	+	105880881	105894908
Foxred1	current symbol	MGI:2446262	9	-	35204206	35211055
Pik3c3	current symbol	MGI:2445019	18	+	30272747	30348126
Lefty2	current symbol	MGI:2443573	1	+	180893108	180899103
Serpina16	current symbol	MGI:2684892	12	-	103668808	103676139
Nhs	current symbol	MGI:2684894	X	-	161833296	162159730
Exoc1	human synonym	MGI:1859270	11	-	116288001	116307233
Exoc1	current symbol	MGI:2445020	5	+	76529311	76570294
Maneal	current symbol	MGI:2684896	4	-	124855239	124862171
4931440F15Rik	current symbol	MGI:2441689	11	-	29822395	29825668
Syna	current symbol	MGI:2684898	5	-	134558146	134560171
Ccdc186	current symbol	MGI:2445022	19	-	56787481	56822190
Mettl20	current symbol	MGI:2443575	6	+	149139849	149151171
Zfp764	current symbol	MGI:2443580	7	-	127403668	127406822
Malt1	current symbol	MGI:2445027	18	+	65430963	65478823
Zfp747	current symbol	MGI:2443581	7	-	127372564	127376050
Sh2d7	current symbol	MGI:2441692	9	+	54538984	54545020
Rfpl4b	current symbol	MGI:2684908	10	-	38820541	38821779
Stox1	current symbol	MGI:2684909	10	-	62659043	62726128
Abat	current symbol	MGI:2443582	16	+	8513429	8621568
Wscd2	current symbol	MGI:2445030	5	+	113490333	113589725
Sik2	current symbol	MGI:2445031	9	-	50892801	51009073
Qrich2	current symbol	MGI:2684912	11	-	116441325	116455237
Fermt1	current symbol	MGI:2443583	2	-	132904389	132945906
L3mbtl2	current symbol	MGI:2443584	15	+	81663889	81688315
Pik3r5	current symbol	MGI:2443588	11	+	68432121	68497849
Vcpkmt	current symbol	MGI:2684917	12	-	69577628	69583028
Gcnt4	current symbol	MGI:2684919	13	+	96924689	96950912
Eddm3b	current symbol	MGI:2684921	14	+	51114565	51117791
Tyw3	current symbol	MGI:2445040	3	-	154576431	154597104
Tppp2	current symbol	MGI:2684923	14	+	51918425	51920699
Tppp2	zebrafish symbol	MGI:1915221	8	-	105467493	105471526
Pcdh17	current symbol	MGI:2684924	14	+	84443563	84537060
Crb3	current symbol	MGI:2670904	17	+	57059105	57065918
Senp5	current symbol	MGI:2443596	16	-	31962506	32003287
Wfdc15b	current symbol	MGI:2445041	2	-	164214454	164221660
Rtl1	synonym	MGI:4821094	UN		
Rtl1	current symbol	MGI:2656842	12	-	109590169	109595403
Maats1	current symbol	MGI:2443598	16	-	38297754	38342143
Hus1b	current symbol	MGI:2671003	13	-	30946573	30947759
Cenpj	current symbol	MGI:2684927	14	-	56526761	56571846
Mpst	current symbol	MGI:2179733	15	+	78406712	78414002
Glcci1	current symbol	MGI:2179717	6	+	8509600	8597548
Cnksr1	current symbol	MGI:2670958	4	-	134228041	134238399
Arsi	current symbol	MGI:2670959	18	+	60911780	60918561
Rpp38	current symbol	MGI:2443607	2	-	3328949	3332643
Dcaf13	current symbol	MGI:2684929	15	+	39112865	39146856
Zc3h7a	current symbol	MGI:2445044	16	-	11136592	11176393
Tbc1d31	current symbol	MGI:2684931	15	+	57912199	57970067
Gpr158	current symbol	MGI:2441697	2	+	21367542	21830547
Gxylt1	current symbol	MGI:2684933	15	-	93239742	93275161
Lrrc73	current symbol	MGI:2684934	17	+	46254165	46257316
Lclat1	current symbol	MGI:2684937	17	+	73107985	73243368
Prdm6	current symbol	MGI:2684938	18	+	53465051	53575907
Fam170a	current symbol	MGI:2684939	18	+	50278369	50283019
Gm94	current symbol	MGI:2684940	18	-	43777196	43792878
Oosp3	current symbol	MGI:2684943	19	+	11697055	11711874
Myrf	current symbol	MGI:2684944	19	-	10208272	10240748
Oosp2	current symbol	MGI:2684945	19	-	11647279	11660559
Mtap7d3	current symbol	MGI:2445051	X	-	56797858	56822326
Cfap221	current symbol	MGI:2684947	1	-	119923341	119997234
Arhgap30	current symbol	MGI:2684948	1	+	171388954	171410298
